"","name","AreaSqKm","state"
"10677","Grindstone Lake",12.8609024,"WI"
"10678","Long Lake",1.144,"WI"
"10679","Lake Chippewa",60.17431675,"WI"
"10680","Upper Brown Lake",1.793,"WI"
"10681","Spring Lake",11.594,"WI"
"10682","Deacon Thomas Lake",0.08015322,"WI"
"10683","Mason Lake",3.43,"WI"
"10684","Lake Wisconsin",29.149,"WI"
"10685","Chequamegon Waters Flowage",6.90910438,"WI"
"10686","Spirit River Flowage",4.85172811,"WI"
"10687","Lake Dubay 4890",21.94007041,"WI"
"10688","Sailor Creek Flowage",0.815,"WI"
"10689","French Lake",0.361,"WI"
"10690","Buckskin Lake",2.599,"WI"
"10691","South Turtle Lake",1.888,"WI"
"10692","Rest Lake",2.653,"WI"
"10693","Bear Lake",1.196,"WI"
"10694","Upper Gresham Lake",1.467,"WI"
"10695","Oxbow Lake",2.118,"WI"
"10696","Trout Lake",15.651,"WI"
"10697","Big Arbor Vitae Lake",4.335,"WI"
"10698","Lake Superior",28643.9011016,"WI"
"10699","Lake Summerset",1.098,"WI"
"10700","Delavan Lake",7.71708353,"WI"
"10701","Lake Geneva",21.923,"WI"
"10702","Lake Beulah",3.256,"WI"
"10703","Lower Phantom Lake",1.51,"WI"
"10704","Pistakee Lake",7.056,"WI"
"10705","Lake Monona",13.598,"WI"
"10706","Rush Lake",11.04908871,"WI"
"10707","Pewaukee Lake 27.6",9.866,"WI"
"10708","McDill Pond",0.96561008,"WI"
"10709","Crescent Lake",2.495,"WI"
"10710","Mayflower Lake",0.399,"WI"
"10711","Ogdensburg Pond",0.26175267,"WI"
"10712","Bishop Lake",1.166,"WI"
"10713","White Lake",4.309,"WI"
"10714","Legend Lake",4.839,"WI"
"10715","Chute Pond",1.753,"WI"
"10716","White Potato Lake",4.143,"WI"
"10717","Big Saint Germain Lake",6.57439745,"WI"
"10718","Thousand Island Lake",4.5352818,"WI"
"10719","Crooked Lake",2.519,"WI"
"10720","Laurel Lake",2.23243306,"WI"
"10721","Lower Ninemile Lake",3.40633221,"WI"
"10722","Bond Falls Flowage",8.648,"WI"
"10723","Butternut Lake",5.047,"WI"
"10724","Brule Lake",0.975,"WI"
"10725","Siskiwit Lake",16.644,"WI"
"10726","Bagley Flowage 1061",0.954,"WI"
"10727","Lac La Belle",4.88359567,"WI"
"10728","Burnt Point Lake",0.32465693,"WI"
"10729","Otter Lake",1.89006866,"WI"
"10730","Long Lake",0.116,"WI"
"10731","Devil Lake",0.267,"WI"
"10732","Wolf Lake",0.583,"WI"
"10733","Boot Lake",0.367,"WI"
"10734","Twin Lakes",0.062,"WI"
"10735","Little Coon Lake",0.349,"WI"
"10736","Beauty Lake",0.885,"WI"
"10737","Leech Lake",0.069,"WI"
"10738","Sand Lake",0.372,"WI"
"10739","Snowshoe Lake",0.047,"WI"
"10740","Upstead Lake",0.248,"WI"
"10741","Lake Jane",0.629,"WI"
"10742","Elwell Lake",0.064,"WI"
"10743","Twin Lake",0.055,"WI"
"10744","Lake Ellen",0.055,"WI"
"10745","Maple Marsh Lake",0.135,"WI"
"10746","Sunfish Lake",0.029,"WI"
"10747","Pine Lake",0.184,"WI"
"10748","West Boot Lake",0.165,"WI"
"10749","Mesaba Park Lake",0.159,"WI"
"10750","Wallace Lake",0.107,"WI"
"10751","Rice Portage Lake",0.462,"WI"
"10752","Rice Lake",0.018,"WI"
"10753","Daniels Flowage",0.028,"WI"
"10754","Jaskari Lake",0.086,"WI"
"10755","Martin Lake",0.264,"WI"
"10756","Wyckstrom Lake",0.012,"WI"
"10757","Erickson Flowage",0.04773208,"WI"
"10758","Lake O' the Dalles",0.101,"WI"
"10759","Lost Lake",0.555,"WI"
"10760","T Lake",0.055,"WI"
"10761","Fuhrman Lake",0.085,"WI"
"10762","Aerie Lake",0.579,"WI"
"10763","Shank Lake",0.062,"WI"
"10764","Crooked Lake",0.39,"WI"
"10765","Maple Leaf Lake",0.397,"WI"
"10766","Majestic Lake",0.196,"WI"
"10767","Pickerel Slough",0.129,"WI"
"10768","Gabrielson Lake",0.158,"WI"
"10769","Lotus Lake",0.958,"WI"
"10770","Ellofson Lake",0.039,"WI"
"10771","Zalensky Pond",0.013,"WI"
"10772","Borg Lake",0.067,"WI"
"10773","Round Lake",0.843,"WI"
"10774","Twin Lakes",0.263,"WI"
"10775","Pine Lake",0.241,"WI"
"10776","Sandberg Flowage",0.03085848,"WI"
"10777","Flodin Lake",0.118,"WI"
"10778","Larsen Lake",0.094,"WI"
"10779","Land Lake",0.043,"WI"
"10780","Lake Five",0.092,"WI"
"10781","Mud Lake",0.045,"WI"
"10782","Loveless Lake",0.532,"WI"
"10783","Fountain Lake",0.142,"WI"
"10784","Mud Lake",0.062,"WI"
"10785","Central Lakes",0.006,"WI"
"10786","North Fish Lake",0.276,"WI"
"10787","Mallard Lake",0.018,"WI"
"10788","Seasted Lake",0.114,"WI"
"10789","Kinney Lake",0.072,"WI"
"10790","Elbow Lake",0.555,"WI"
"10791","Schisler Lake",0.29,"WI"
"10792","Summerfield Lake",0.096,"WI"
"10793","Park Lake",0.095,"WI"
"10794","South Twin Lake",0.289,"WI"
"10795","Clover Lake",0.036,"WI"
"10796","Wilson Lake",0.208,"WI"
"10797","Dahl Lake",0.133,"WI"
"10798","Lake Anne",0.033,"WI"
"10799","West Bass Lake",0.655,"WI"
"10800","Round Lake",0.052,"WI"
"10801","Gibson Lake",0.17,"WI"
"10802","East Bass Lake",0.846,"WI"
"10803","Lost Lake",0.225,"WI"
"10804","Ward Lake",0.333,"WI"
"10805","Little Bass Lake",0.066,"WI"
"10806","Tula Lake",0.06,"WI"
"10807","Lamont Lake",0.354,"WI"
"10808","Pot Lake",0.045,"WI"
"10809","Sabin Lake",1.211,"WI"
"10810","Ice House Lake",0.024,"WI"
"10811","Owl Lake",0.554,"WI"
"10812","Tucker Lake",0.195,"WI"
"10813","Horseshoe Lake",0.066,"WI"
"10814","Peterson Lake",0.344,"WI"
"10815","Ann Lake",0.115,"WI"
"10816","Benach Lake",0.061,"WI"
"10817","Twin Lakes",0.266,"WI"
"10818","Kent Lake",0.142,"WI"
"10819","Cranberry Lake",0.323,"WI"
"10820","Kumpula Lake",0.271,"WI"
"10821","Floyd Lake",0.029,"WI"
"10822","Hart Lake",0.193,"WI"
"10823","2 Reservoir",0.038,"WI"
"10824","Bass Lake",0.058,"WI"
"10825","Grass Lake",0.079,"WI"
"10826","Round Lake",0.106,"WI"
"10827","Silver Lake",0.118,"WI"
"10828","North Pipe Lake",0.261,"WI"
"10829","Pratt Lake",0.077,"WI"
"10830","Fenton Lake",0.079,"WI"
"10831","Buck Lake",0.269,"WI"
"10832","Bass Lake",0.151,"WI"
"10833","Boner Lake",0.316,"WI"
"10834","Heikkilla Lake",0.52,"WI"
"10835","Staples Lake",1.374,"WI"
"10836","Little Birch Lake",0.254,"WI"
"10837","Lower Twin Lake",0.448,"WI"
"10838","Des Moines Lake",0.87,"WI"
"10839","Scott Lake",0.309,"WI"
"10840","Peacock Lake",0.06,"WI"
"10841","Miniature Lake",0.155,"WI"
"10842","Dent Lake",0.344,"WI"
"10843","Mud Lake",0.105,"WI"
"10844","Durand Lake",0.131,"WI"
"10845","Meeker Run Lake",0.022,"WI"
"10846","Kaunonen Lake",0.049,"WI"
"10847","Horseshoe Lake",0.459,"WI"
"10848","Behr Lake",0.159,"WI"
"10849","Rooney Lake",1.334,"WI"
"10850","Nicaboyne Lake",1.172,"WI"
"10851","Prinel Lake",0.246,"WI"
"10852","Hush Lake",0.074,"WI"
"10853","Buck Lake",0.07,"WI"
"10854","Lost Lake",0.08,"WI"
"10855","Clubhouse Lake",0.098,"WI"
"10856","Silver Birch Lake",0.585,"WI"
"10857","Scout Lake",0.122,"WI"
"10858","Spring Lake",0.088,"WI"
"10859","Goose Lake",0.259,"WI"
"10860","Loon Lake",0.203,"WI"
"10861","Dorer Pools",0.019,"WI"
"10862","Pea Viner Lake",0.016,"WI"
"10863","Adventure Lake",0.058,"WI"
"10864","Round Lake",0.135,"WI"
"10865","Three Bucks Lakes",0.008,"WI"
"10866","Hogback Lake",0.064,"WI"
"10867","Welsh Lake",0.214,"WI"
"10868","Scott Lake",0.084,"WI"
"10869","Little Cable Lake",0.141,"WI"
"10870","Pickerel Lake",0.17,"WI"
"10871","1.5 Reservoir",0.001,"WI"
"10872","Black Mallard Lake",0.179,"WI"
"10873","Mud Lake",0.016,"WI"
"10874","Buffalo Lake",0.095,"WI"
"10875","Clear Lake",0.136,"WI"
"10876","Yoekel Lake",0.021,"WI"
"10877","Casper Lake",0.06,"WI"
"10878","Gardner Lake",0.109,"WI"
"10879","Neshonoc Lake",2.45597255,"WI"
"10880","Indian Slough",0.25,"WI"
"10881","Jerry Lake",0.309,"WI"
"10882","Alder Lake",0.053,"WI"
"10883","McCune Lake",0.136,"WI"
"10884","Stump Lake",0.437,"WI"
"10885","Taylor Lake",0.05,"WI"
"10886","Twin Lakes",0.469,"WI"
"10887","Green Lake",0.117,"WI"
"10888","Cream Lake",0.012,"WI"
"10889","Ridgepole Lake",0.091,"WI"
"10890","Rock Falls Millpond",0.044,"WI"
"10891","Loon Lake",0.146,"WI"
"10892","Little Mud Lake",0.247,"WI"
"10893","Potato Lake",0.907,"WI"
"10894","Minnow Lake",0.04,"WI"
"10895","Pine Lake",0.067,"WI"
"10896","Mahogany Marsh Lake",0.06298063,"WI"
"10897","Loon Lake",0.166,"WI"
"10898","Mud Lake",0.215,"WI"
"10899","Stanberry Lake",0.151,"WI"
"10900","Peters Lake",0.057,"WI"
"10901","Pickerel Lake",0.022,"WI"
"10902","Black Fox Lake",0.163,"WI"
"10903","Jack Pine Lake",0.063,"WI"
"10904","Minnow Lake",0.111,"WI"
"10905","Pine Island Lake",0.043,"WI"
"10906","Devils Lake",0.104,"WI"
"10907","Beaver Lake",0.35,"WI"
"10908","Spute Lake",0.073,"WI"
"10909","Matson Lake",0.157,"WI"
"10910","Camp Lake",0.041,"WI"
"10911","Loon Lake",0.409,"WI"
"10912","McDermott Lake",0.109,"WI"
"10913","Rock Lake",0.047,"WI"
"10914","Cranberry Lake",0.496,"WI"
"10915","Mud Lake",0.158,"WI"
"10916","Sand Bar Lake",0.51351014,"WI"
"10917","Fish Lake",0.433,"WI"
"10918","Murphy Flowage",0.48633617,"WI"
"10919","Pickerel Lake",0.066,"WI"
"10920","Mud Lake",0.079,"WI"
"10921","Mimi Lake",0.035,"WI"
"10922","Loon Lake",0.542,"WI"
"10923","Cather Lake",0.039,"WI"
"10924","Hogskin Lake",0.064,"WI"
"10925","Star Lake",0.047,"WI"
"10926","Hayward Lake",0.775,"WI"
"10927","Wright Lake",0.084,"WI"
"10928","McDonald Lake",0.081,"WI"
"10929","Whiplash Lake",0.043,"WI"
"10930","Lower Holly Lake",0.193,"WI"
"10931","Ham Lake",0.387,"WI"
"10932","Deep Lake",0.407,"WI"
"10933","Spring Lake",0.08,"WI"
"10934","Barnes Lake",0.058,"WI"
"10935","Connor Lake",0.043,"WI"
"10936","Tilden Millpond",0.216,"WI"
"10937","Camp Two Lake",0.095,"WI"
"10938","Strum Lake",0.22195289,"WI"
"10939","Star Lake",0.002,"WI"
"10940","Cadotte Lake",0.058,"WI"
"10941","Mud Lake",0.095,"WI"
"10942","Fur Farm Lake",0.036,"WI"
"10943","Lowland Lake",0.051,"WI"
"10944","School Lake",0.028,"WI"
"10945","Marinuka Lake",0.47192058,"WI"
"10946","Burnt Wagon Lake",0.076,"WI"
"10947","Square Lake",0.01,"WI"
"10948","Flynn Lake",0.12,"WI"
"10949","Cindy Lake",0.055,"WI"
"10950","Hay Meadow Flowage",0.097,"WI"
"10951","Barr Lake",0.01,"WI"
"10952","Bass Lakes",0.059,"WI"
"10953","Pickerel Lake",0.06,"WI"
"10954","Balsam Pond",0.025,"WI"
"10955","Finley Lake",0.235,"WI"
"10956","Picnic Lake",0.105,"WI"
"10957","Boot Lake",0.356,"WI"
"10958","Lost Lake",0.207,"WI"
"10959","Price Lake",0.283,"WI"
"10960","Perch Lake",0.279,"WI"
"10961","Lemon Lake",0.021,"WI"
"10962","Tub Lake",0.04,"WI"
"10963","Blueberry Lake",1.182,"WI"
"10964","Bass Lake",0.066,"WI"
"10965","Mill Pond Lake",0.215,"WI"
"10966","Goose Lake",0.109,"WI"
"10967","Jerome Lake",0.033,"WI"
"10968","Balsam Lake",0.055,"WI"
"10969","Cranberry Lake",0.016,"WI"
"10970","Commodore Lake",0.091,"WI"
"10971","Osseo Club Pond",0.03,"WI"
"10972","Whiplash Lake",0.116,"WI"
"10973","South Lakes",0.041,"WI"
"10974","One Shoe Lake",0.01087,"WI"
"10975","Bass Lake",0.111,"WI"
"10976","Horseshoe Lake",0.045,"WI"
"10977","Sunken Camp Lake",0.007,"WI"
"10978","White Birch Lake",0.301,"WI"
"10979","Byrd Lake",0.01288337,"WI"
"10980","Gassner Lake",0.22464216,"WI"
"10981","Joyce Lake",0.11930273,"WI"
"10982","Wilson Lake",0.417,"WI"
"10983","Roedecker Lake",0.059,"WI"
"10984","Lake Sixteen",0.034,"WI"
"10985","Northfield Lake",0.051,"WI"
"10986","Catfish Lake",0.025,"WI"
"10987","Siegal Lake",0.03,"WI"
"10988","East Davis Lake",0.044,"WI"
"10989","Lowe Creek Pond",0.036,"WI"
"10990","Meadow Lake",0.131,"WI"
"10991","Blue Gill Lake",0.111,"WI"
"10992","Birch Lake",0.036,"WI"
"10993","Indian Lake",0.161,"WI"
"10994","Fairchild Pond",0.067,"WI"
"10995","Island Lake",0.279,"WI"
"10996","Long Lake",0.069,"WI"
"10997","Beaver Lake",0.137,"WI"
"10998","Little Clam Lake",0.278,"WI"
"10999","Dead Horse Slough",0.304,"WI"
"11000","Seitz Lake",0.069,"WI"
"11001","Lake Three",0.249,"WI"
"11002","Black River Flowage 1610",0.002,"WI"
"11003","Oakwood Lake",0.06046581,"WI"
"11004","Rock Dam Lake",0.388,"WI"
"11005","Lake 24 6 SWR 17",0.04386726,"WI"
"11006","Hegmeister Lake",0.215,"WI"
"11007","Dead Lake",0.089,"WI"
"11008","Witt Flowage",0.097,"WI"
"11009","Bear Lake",0.746,"WI"
"11010","Potter Lake",0.118,"WI"
"11011","Bass Lake",0.105,"WI"
"11012","Pinnacle Rock Pond",0.007,"WI"
"11013","Hawkins Millpond",0.036,"WI"
"11014","Mud Lake",0.033,"WI"
"11015","Evergreen Lake",0.827,"WI"
"11016","Clear Lake",0.034,"WI"
"11017","North Flowage",0.96,"WI"
"11018","Spruce Lake",0.094,"WI"
"11019","Mud Lake",0.029,"WI"
"11020","Pot Lake",0.023,"WI"
"11021","Lower Lake",0.158,"WI"
"11022","Staffon Flowage",0.086,"WI"
"11023","Mud Lake",0.066,"WI"
"11024","0.225 Reservoir",0.011,"WI"
"11025","Schwartz Pool",0.148,"WI"
"11026","Upper Price Lake",0.161,"WI"
"11027","Seagels Lake",0.028,"WI"
"11028","Frentress Lake",0.53510819,"WI"
"11029","Garner Lake",0.053,"WI"
"11030","Gordon Lake",0.536,"WI"
"11031","Summit Lake",0.371,"WI"
"11032","Dry Lake",0.055,"WI"
"11033","2 Reservoir",0.017,"WI"
"11034","Caroline Lake",0.496,"WI"
"11035","Tippy Lake",0.30475324,"WI"
"11036","McCarthy Lake",0.176,"WI"
"11037","Lake Tomah",0.994,"WI"
"11038","Cranberry Lake",0.04,"WI"
"11039","Pickerel Lake",0.024,"WI"
"11040","Grassy Lake",0.294,"WI"
"11041","Lake Three",0.098,"WI"
"11042","Blank Lake",0.034,"WI"
"11043","Axels Lake",0.06,"WI"
"11044","Mud Lake",0.021,"WI"
"11045","Lake 7-9 22",0.242,"WI"
"11046","Cammerer Lake",0.075,"WI"
"11047","0.8 Reservoir",0.001,"WI"
"11048","Lindbergh Lake",0.014,"WI"
"11049","Coolidge Lake",0.034,"WI"
"11050","Twin Lakes",0.122,"WI"
"11051","Weber Lake",0.262,"WI"
"11052","Long Lake",0.015,"WI"
"11053","McKaskel Lake",0.002,"WI"
"11054","Flat Lake",0.463,"WI"
"11055","Jackson Lake",0.27,"WI"
"11056","Field Veterans Memorial Lake",0.17528992,"WI"
"11057","Mud Lake",0.058,"WI"
"11058","Spur Lake",0.047,"WI"
"11059","Twin Lakes",0.014,"WI"
"11060","16 Reservoir",0.071,"WI"
"11061","Sack Lake",0.09,"WI"
"11062","Murphy Lake",0.099,"WI"
"11063","Iodine Lake",0.005,"WI"
"11064","Densmore Lake",0.242,"WI"
"11065","Wintergreen Lake",0.201,"WI"
"11066","Portion of Meadow Valley Flowage 24",0.39761636,"WI"
"11067","Bear Lake",0.033,"WI"
"11068","Minnow Lake",0.022,"WI"
"11069","Kennedy Lake",0.057,"WI"
"11070","Moose Lake",1.014,"WI"
"11071","Lee Lake 20",0.214,"WI"
"11072","Penny Lake",0.005,"WI"
"11073","Long Lake",0.083,"WI"
"11074","Mud Lake",0.171,"WI"
"11075","Whitcomb Lake",0.222,"WI"
"11076","Lost Lake",0.017,"WI"
"11077","1 Reservoir",0.025,"WI"
"11078","0.48 Reservoir",0.02,"WI"
"11079","5 Reservoir",0.046,"WI"
"11080","Beaver Lake",0.07,"WI"
"11081","1 Reservoir",0.025,"WI"
"11082","Tucker Lake",0.433,"WI"
"11083","Hourglass Lake",0.02,"WI"
"11084","Hobbs Lake",0.003,"WI"
"11085","Kinder Lake",0.076,"WI"
"11086","Bass Lake",0.058,"WI"
"11087","Little Cap Henry Lake",0.072,"WI"
"11088","Deertail Lake",0.039,"WI"
"11089","Clear Lake",0.266,"WI"
"11090","Margaret Lake",0.136,"WI"
"11091","Lake Junnie",0.065,"WI"
"11092","Hawk Lake",0.112,"WI"
"11093","Virgin Lake",0.412,"WI"
"11094","Lake Carlton",0.293,"WI"
"11095","Bills Lake",0.284,"WI"
"11096","Ross Allen Lake",0.252,"WI"
"11097","Great Bass Lake",0.471,"WI"
"11098","Haskell Lake",0.362,"WI"
"11099","Beatrice Lake",0.093,"WI"
"11100","Bass Lake",0.244,"WI"
"11101","Trostel Lake",0.08,"WI"
"11102","Chub Lake",0.053,"WI"
"11103","McKinney Lake",0.053,"WI"
"11104","North Turtle Lake",1.455,"WI"
"11105","Lake Yolanda",0.021,"WI"
"11106","Sixteen Pool",0.001,"WI"
"11107","Raven Lake",0.161,"WI"
"11108","Tamarack Lake",0.255,"WI"
"11109","Lake 6-7 and 6-6c 14",0.044,"WI"
"11110","David Lake",0.096,"WI"
"11111","Scotchman Lake",0.13,"WI"
"11112","Placid Twin Lakes",0.144,"WI"
"11113","Little Papoose Lake",0.182,"WI"
"11114","Friendship Lake",0.48523112,"WI"
"11115","Mercer Lake",1.032,"WI"
"11116","Bolton Lake",0.568,"WI"
"11117","Stearns Lake",0.942,"WI"
"11118","Toulish Lake",0.289,"WI"
"11119","Rosalind Lake",0.173,"WI"
"11120","Katinka Lake",0.688,"WI"
"11121","Brown Beaver Lake",0.07,"WI"
"11122","Murphy Lake",0.342,"WI"
"11123","Mink Lake",0.288,"WI"
"11124","Round Lake",0.116,"WI"
"11125","Lower Gresham Lake",0.602,"WI"
"11126","Keego Lake",0.094,"WI"
"11127","Plymouth Lake",0.118,"WI"
"11128","Sunny Vale Lake",0.009,"WI"
"11129","Bolger Lake",0.466,"WI"
"11130","Hawk Lake",0.275,"WI"
"11131","Towanda Lake",0.564,"WI"
"11132","Diamond Lake",0.465,"WI"
"11133","Rudolph Lake",0.156,"WI"
"11134","Little Crab Lake",0.305,"WI"
"11135","Stateline Lake",0.832,"WI"
"11136","Buckthorn Lake",0.033,"WI"
"11137","Jerome Lake",0.01524515,"WI"
"11138","Sparkling Lake",0.637,"WI"
"11139","Street Lake",0.186,"WI"
"11140","Wellington Lake",0.032,"WI"
"11141","Bearskin Lake",1.631,"WI"
"11142","Miller Lake",0.29,"WI"
"11143","Vandercook Lake",0.394,"WI"
"11144","Annabelle Lake",0.79,"WI"
"11145","Patrick Lake",0.157,"WI"
"11146","Mid Lake",0.88503943,"WI"
"11147","Mann Lake",1.02348542,"WI"
"11148","Deep Lake",0.135,"WI"
"11149","Inkwell Lake",0.05253835,"WI"
"11150","Canteen Lake",0.094,"WI"
"11151","Indian Lake",0.26,"WI"
"11152","Knight Lake",0.054,"WI"
"11153","Thompson Lake",0.116,"WI"
"11154","Wind Pudding Lake",0.639,"WI"
"11155","Inkpot Lake",0.036,"WI"
"11156","Fox Lake",0.027,"WI"
"11157","Klondike Lake",0.064,"WI"
"11158","Lone Pine Lake",0.555,"WI"
"11159","Pelton Pond",0.026,"WI"
"11160","Hill Lake",0.045,"WI"
"11161","Gerbick Lake",0.142,"WI"
"11162","Lyle Lake",0.02,"WI"
"11163","Spruce Lake",0.039,"WI"
"11164","Oberlin Lake",0.172,"WI"
"11165","Dawn Lake",0.066,"WI"
"11166","Emrick Lake",0.131,"WI"
"11167","Mud Lake",0.245,"WI"
"11168","Luecks Lake",0.066,"WI"
"11169","McNaughton Lake",0.488,"WI"
"11170","Hasbrook Lake",1.245,"WI"
"11171","Witches Lake",0.131,"WI"
"11172","Richard Lake",0.076,"WI"
"11173","Snowshoe Lake",0.064,"WI"
"11174","Barb Lake",0.269,"WI"
"11175","Mud Lake",0.015,"WI"
"11176","Wolf Lake",0.351,"WI"
"11177","Perch Lake",0.088,"WI"
"11178","Lorraine Lake",0.061,"WI"
"11179","Maud Lake",0.269,"WI"
"11180","Sureshot Lake",0.078,"WI"
"11181","Ogle Lake",0.068,"WI"
"11182","Pleasant Lake",0.487,"WI"
"11183","Newbold Lake",0.06083202,"WI"
"11184","Mirror Lake",0.171,"WI"
"11185","Lake Belle View",0.35587297,"WI"
"11186","School Section Lake",0.126,"WI"
"11187","Miller Lake",0.099,"WI"
"11188","Bowles Lake",0.118,"WI"
"11189","John Lake",0.03582394,"WI"
"11190","Johnson Lake",0.104,"WI"
"11191","Cochran Lake",0.537,"WI"
"11192","Tiedemans Pond",0.038,"WI"
"11193","Wood Lake",0.333,"WI"
"11194","Pine Lake",0.421,"WI"
"11195","Bear Lake",0.012,"WI"
"11196","Tahoe Lake",0.026,"WI"
"11197","Raspberry Lake",0.042,"WI"
"11198","Peter and Paul Lakes",0.026,"WI"
"11199","Goose Lake",0.048,"WI"
"11200","Cook Lake",0.091,"WI"
"11201","Alice Lake",0.041,"WI"
"11202","Muskellunge Lake",1.161,"WI"
"11203","Lake Alva",0.094,"WI"
"11204","Little Langford Lake",0.064,"WI"
"11205","Echo Lake",0.224,"WI"
"11206","Hilts Lake",0.247,"WI"
"11207","Fetke Lake",0.04,"WI"
"11208","Shallow Lake",0.112,"WI"
"11209","Little Star Lake",0.383,"WI"
"11210","Hiawatha Lake",0.055,"WI"
"11211","Guides Lake",0.099,"WI"
"11212","Pine Lake",0.536,"WI"
"11213","Bennett Lake",0.028,"WI"
"11214","Alma Lake",0.234,"WI"
"11215","Drott Lake",0.02,"WI"
"11216","Morley Lake",0.11484128,"WI"
"11217","Pollys Lake",0.011,"WI"
"11218","Oesterle Lake",0.082,"WI"
"11219","Twin Lakes",0.218,"WI"
"11220","Buck Lake",0.24,"WI"
"11221","Silver Lake",0.143,"WI"
"11222","Oatmeal Lake",0.37,"WI"
"11223","Harris Pond",0.696,"WI"
"11224","McDonald Lake",0.167,"WI"
"11225","Stewart Lake",0.163,"WI"
"11226","Hennig Lake",0.021,"WI"
"11227","Lake Sharon",0.192,"WI"
"11228","Adams Lake",0.123,"WI"
"11229","Faust Lake",0.089,"WI"
"11230","Bass Lake",0.048,"WI"
"11231","Decker Lake",0.064,"WI"
"11232","Silver Lake",0.026,"WI"
"11233","Monahan Lake",0.069,"WI"
"11234","Hemlock Lake",0.05,"WI"
"11235","Lake of the Woods",0.062,"WI"
"11236","Lake Emily",0.435,"WI"
"11237","Pike Lake",0.825,"WI"
"11238","Baggs Lake",0.032,"WI"
"11239","Mud Lake",0.086,"WI"
"11240","Little Tamarack Flowage",0.68922005,"WI"
"11241","Marshall Lake",0.364,"WI"
"11242","Midget Lake",0.094,"WI"
"11243","Mill Lake",0.219,"WI"
"11244","Buffalo Lake",0.001,"WI"
"11245","Lost Lake",0.65,"WI"
"11246","Bog Lake",0.191,"WI"
"11247","Cranberry Lake",0.068,"WI"
"11248","Perch Lake",0.143,"WI"
"11249","Frost Lake",0.126,"WI"
"11250","Pollack Lake",0.01062045,"WI"
"11251","Osceola Lake",0.14,"WI"
"11252","Sandy Lake",0.033,"WI"
"11253","Alligator Lake",0.015,"WI"
"11254","George Lake",0.056,"WI"
"11255","Island Lake",0.04,"WI"
"11256","Meyers Lake",0.078,"WI"
"11257","Moss Lake",0.088,"WI"
"11258","Upper Wolf Lake",0.023,"WI"
"11259","Perch Lake",0.044,"WI"
"11260","Croker Lake",0.048,"WI"
"11261","Deer Lake",0.267,"WI"
"11262","Big Bateau Lake",0.957,"WI"
"11263","Banks Lake",0.021,"WI"
"11264","Bughs Lake",0.095,"WI"
"11265","Skunk Lake",0.084,"WI"
"11266","Bohnes Lake",0.039,"WI"
"11267","Fish Lake",0.28907539,"WI"
"11268","Adams Lake",0.035,"WI"
"11269","Cub Lake",0.13026714,"WI"
"11270","Spargo Lake",0.011,"WI"
"11271","Crystal Lake",0.112,"WI"
"11272","Sucker Lake",0.119,"WI"
"11273","Horseshoe Lake",0.194,"WI"
"11274","Lake of the Hills",0.246,"WI"
"11275","Perch Lake",0.06,"WI"
"11276","Marsh Lake",0.248,"WI"
"11277","Trapper Lake",0.054,"WI"
"11278","Sucker Lake",1.874,"WI"
"11279","Grass Lake",0.036,"WI"
"11280","Neshkoro Mill Pond",0.584,"WI"
"11281","Budsberg Pond",0.08,"WI"
"11282","Lake Helen",0.36,"WI"
"11283","Spring Lake",0.011,"WI"
"11284","Devils Head Lake",0.371,"WI"
"11285","Porcupine Lake",0.132,"WI"
"11286","Stoughton Millpond 429",0.04,"WI"
"11287","Foster Lake",0.029,"WI"
"11288","Black Oak Lake",0.225,"WI"
"11289","Gordon Lake",0.209,"WI"
"11290","Curve Lake",0.056,"WI"
"11291","Pretty Lake",0.064,"WI"
"11292","Long Lake",0.281,"WI"
"11293","Typner Lake",0.067,"WI"
"11294","Crooked Lake",0.057,"WI"
"11295","Shoestring Lake",0.033,"WI"
"11296","Greater Bass Lake",0.988,"WI"
"11297","Mynyard Lake",0.041,"WI"
"11298","Borth Lake",0.121,"WI"
"11299","Beaver Dam Lake",0.068,"WI"
"11300","Paulding Pond",0.04081166,"WI"
"11301","Rainbow Lake",0.773,"WI"
"11302","Jackson Lake",0.044,"WI"
"11303","Green Bass Lake",0.057,"WI"
"11304","Kildare Lake",0.22,"WI"
"11305","Newsome Lake",0.011,"WI"
"11306","North Lake",0.29,"WI"
"11307","Jenson Lake",0.042,"WI"
"11308","Grass Lake",0.149,"WI"
"11309","Sand Lake",0.06,"WI"
"11310","McLean Lake",0.051,"WI"
"11311","Spencer Lake",0.282,"WI"
"11312","High Lake",0.105,"WI"
"11313","Slope Lake",0.039,"WI"
"11314","Lily Lake",0.06718505,"WI"
"11315","Marshall Millpond 72",0.52,"WI"
"11316","Meyer Lake",0.08,"WI"
"11317","Sugar Maple Lake",0.572,"WI"
"11318","Scaup Lake",0.032,"WI"
"11319","Scott Creek Impoundment",0.05329792,"WI"
"11320","Paint River Springs",0.03,"WI"
"11321","Lower Demlow Lake",0.035,"WI"
"11322","Spectacle Lake",0.672,"WI"
"11323","Campbell Lake",0.161,"WI"
"11324","Robbins Lake",0.038,"WI"
"11325","Tea Lake",0.0414904,"WI"
"11326","Blue Mountain Lake",0.033,"WI"
"11327","Englesby Lake",0.145,"WI"
"11328","Clear Lake",0.313,"WI"
"11329","Fischer Lake",0.092,"WI"
"11330","Little Pine Lake",0.021,"WI"
